,NIP,Cl_P1
2889,N201805454,3
2890,N201805455,1
2891,N201805463,3
2892,N201805467,3
2893,N201805471,1
2894,N201805474,1
2895,N201805475,1
2896,N201805481,1
2897,N201805486,3
2898,N201805498,3
2899,N201805499,3
2900,N201805502,3
2901,N201805507,3
2902,N201805524,3
2903,N201805525,1
2904,N201805536,3
2905,N201805542,1
2906,N201805554,1
2907,N201805561,1
2908,N201805564,3
2909,N201805565,0
2910,N201805569,3
2911,N201805573,3
2912,N201805579,3
2913,N201805589,3
2914,N201805591,2
2915,N201805599,3
2916,N201805602,1
2917,N201805607,1
2918,N201805613,1
2919,N201805622,3
2920,N201805626,3
2921,N201805629,3
2922,N201805630,3
2923,N201805634,1
2924,N201805637,1
2925,N201805638,1
2926,N201805642,1
2927,N201805645,1
2928,N201805647,1
2929,N201805658,1
2930,N201805663,1
2931,N201805671,1
2932,N201805673,1
2933,N201805675,2
2934,N201805680,1
2935,N201805682,1
2936,N201805685,1
2937,N201805687,1
2938,N201805693,1
2939,N201805695,1
2940,N201805698,3
2941,N201805701,1
2942,N201805702,3
2943,N201805710,1
2944,N201805712,1
2945,N201805720,3
2946,N201805723,3
2947,N201805724,3
2948,N201805730,1
2949,N201805732,3
2950,N201805733,1
2951,N201805739,3
2952,N201805745,3
2953,N201805746,3
2954,N201805747,3
2955,N201805750,0
2956,N201805758,2
2957,N201805759,3
2958,N201805760,3
2959,N201805761,1
2960,N201805764,2
2961,N201805767,0
2962,N201805770,1
2963,N201805773,1
2964,N201805775,1
2965,N201805779,1
2966,N201805782,1
2967,N201805787,3
2968,N201805789,3
2969,N201805791,3
2970,N201805798,0
2971,N201805802,3
2972,N201805805,1
2973,N201805813,1
2974,N201805831,3
2975,N201805833,3
2976,N201805834,1
2977,N201805836,1
2978,N201805842,1
2979,N201805844,3
2980,N201805847,3
2981,N201805856,1
2982,N201805864,3
2983,N201805870,1
2984,N201805877,3
2985,N201805880,3
2986,N201805881,3
2987,N201805884,3
2988,N201805900,0
2989,N201805909,1
2990,N201805911,1
2991,N201805920,3
2992,N201805928,3
2993,N201805931,3
2994,N201805933,3
2995,N201805934,0
2996,N201805935,3
2997,N201805936,1
2998,N201805937,1
2999,N201805939,2
3000,N201805951,3
3001,N201805955,3
3002,N201805956,1
3003,N201805962,1
3004,N201805966,1
3005,N201805967,3
3006,N201805968,0
3007,N201805972,3
3008,N201805973,2
3009,N201805991,3
3010,N201805992,3
3011,N201805996,1
3012,N201806010,1
3013,N201806014,3
3014,N201806019,3
3015,N201806034,0
3016,N201806041,3
3017,N201806043,1
3018,N201806045,1
3019,N201806047,2
3020,N201806048,2
3021,N201806055,3
3022,N201806061,1
3023,N201806067,2
3024,N201806070,3
3025,N201806076,1
3026,N201806101,3
3027,N201806102,1
3028,N201806114,1
3029,N201806116,2
3030,N201806124,3
3031,N201806141,3
3032,N201806145,1
3033,N201806146,1
3034,N201806147,3
3035,N201806148,3
3036,N201806159,3
3037,N201806160,1
3038,N201806166,1
3039,N201806171,3
3040,N201806174,2
3041,N201806178,1
3042,N201806179,1
3043,N201806183,2
3044,N201806184,3
3045,N201806185,1
3046,N201806186,1
3047,N201806193,3
3048,N201806197,3
3049,N201806199,1
3050,N201806200,1
3051,N201806210,1
3052,N201806212,1
3053,N201806221,3
3054,N201806226,1
3055,N201806233,3
3056,N201806241,3
3057,N201806250,1
3058,N201806251,1
3059,N201806254,1
3060,N201806256,2
3061,N201806271,1
3062,N201806272,3
3063,N201806275,3
3064,N201806283,2
3065,N201806285,1
3066,N201806286,1
3067,N201806287,3
3068,N201806288,3
3069,N201806295,1
3070,N201806296,2
3071,N201806297,0
3072,N201806305,1
3073,N201806306,1
3074,N201806314,2
3075,N201806321,1
3076,N201806331,1
3077,N201806335,3
3078,N201806337,1
3079,N201806338,1
3080,N201806343,3
3081,N201806345,2
3082,N201806348,1
3083,N201806349,1
3084,N201806353,1
3085,N201806356,0
3086,N201806365,3
3087,N201806370,1
3088,N201806376,3
3089,N201806396,0
3090,N201806397,3
3091,N201806398,1
3092,N201806399,3
3093,N201806400,3
3094,N201806402,1
3095,N201806407,2
3096,N201806408,1
3097,N201806413,1
3098,N201806417,3
3099,N201806418,1
3100,N201806419,2
3101,N201806425,2
3102,N201806431,3
3103,N201806433,2
3104,N201806436,1
3105,N201806437,3
3106,N201806441,3
3107,N201806442,2
3108,N201806455,1
3109,N201806459,2
3110,N201806464,3
3111,N201806465,0
3112,N201806466,1
3113,N201806471,3
3114,N201806474,3
3115,N201806478,1
3116,N201806479,3
3117,N201806481,1
3118,N201806486,2
3119,N201806488,2
3120,N201806491,2
3121,N201806496,0
3122,N201806500,3
3123,N201806507,3
3124,N201806512,3
3125,N201806516,1
3126,N201806523,1
3127,N201806524,2
3128,N201806528,1
3129,N201806538,1
3130,N201806540,1
3131,N201806541,3
3132,N201806546,1
3133,N201806548,1
3134,N201806554,3
3135,N201806558,3
3136,N201806559,3
3137,N201806560,1
3138,N201806561,3
3139,N201806566,3
3140,N201806567,2
3141,N201806568,3
3142,N201806569,2
3143,N201806570,3
3144,N201806573,3
3145,N201806576,3
3146,N201806577,3
3147,N201806578,1
3148,N201806580,1
3149,N201806582,2
3150,N201806586,2
3151,N201806589,3
3152,N201806590,3
3153,N201806591,3
3154,N201806595,3
3155,N201806596,3
3156,N201806597,3
3157,N201806601,3
3158,N201806606,2
3159,N201806612,1
3160,N201806613,3
3161,N201806616,1
3162,N201806622,3
3163,N201806627,3
3164,N201806628,3
3165,N201806639,3
3166,N201806643,1
3167,N201806646,3
3168,N201806652,0
3169,N201806653,0
3170,N201806655,3
3171,N201806679,2
3172,N201806680,1
3173,N201806682,3
3174,N201806683,1
3175,N201806684,1
3176,N201806685,1
3177,N201806690,2
3178,N201806708,3
3179,N201806713,3
3180,N201806714,3
3181,N201806717,1
3182,N201806718,1
3183,N201806731,1
3184,N201806732,1
3185,N201806734,3
3186,N201806738,1
3187,N201806739,3
3188,N201806743,3
3189,N201806746,3
3190,N201806749,3
3191,N201806750,1
3192,N201806752,1
3193,N201806753,2
3194,N201806757,1
3195,N201806759,3
3196,N201806767,3
3197,N201806769,0
3198,N201806770,3
3199,N201806778,3
3200,N201806786,2
3201,N201806789,2
3202,N201806791,3
3203,N201806796,3
3204,N201806798,2
3205,N201806799,3
3206,N201806802,1
3207,N201806804,3
3208,N201806805,3
3209,N201806807,1
3210,N201806814,1
3211,N201806831,1
3212,N201806844,1
3213,N201806851,3
3214,N201806854,2
3215,N201806866,1
3216,N201806873,3
3217,N201806874,1
3218,N201806879,1
3219,N201806883,3
3220,N201806895,1
3221,N201806898,1
3222,N201806901,3
3223,N201806902,2
3224,N201806903,3
3225,N201806905,1
3226,N201806907,3
3227,N201806908,0
3228,N201806909,1
3229,N201806911,2
3230,N201806917,3
3231,N201806918,3
3232,N201806930,1
3233,N201806931,1
3234,N201806933,1
3235,N201806938,3
3236,N201806939,3
3237,N201806940,2
3238,N201806944,1
3239,N201806946,2
3240,N201806947,2
3241,N201806956,3
3242,N201806973,0
3243,N201806976,1
3244,N201806991,1
3245,N201806993,1
3246,N201806996,2
3247,N201807001,1
3248,N201807004,3
3249,N201807009,2
3250,N201807015,2
3251,N201807020,1
3252,N201807023,2
3253,N201807030,1
3254,N201807036,3
3255,N201807037,3
3256,N201807038,1
3257,N201807044,3
3258,N201807048,2
3259,N201807055,1
3260,N201807060,3
3261,N201807061,3
3262,N201807064,2
3263,N201807067,1
3264,N201807068,1
3265,N201807070,1
3266,N201807077,2
3267,N201807078,1
3268,N201807083,3
3269,N201807091,1
3270,N201807092,1
3271,N201807093,3
3272,N201807094,3
3273,N201807099,1
3274,N201807102,1
3275,N201807104,3
3276,N201807105,1
3277,N201807110,3
3278,N201807112,3
3279,N201807113,3
3280,N201807116,1
3281,N201807125,2
3282,N201807128,1
3283,N201807130,3
3284,N201807136,1
3285,N201807140,1
3286,N201807141,3
3287,N201807143,1
3288,N201807144,3
3289,N201807146,3
3290,N201807157,1
3291,N201807163,1
3292,N201807166,3
3293,N201807167,1
3294,N201807169,1
3295,N201807177,1
3296,N201807179,3
3297,N201807180,2
3298,N201807181,2
3299,N201807189,2
3300,N201807190,2
3301,N201807191,2
3302,N201807197,3
3303,N201807198,3
3304,N201807199,1
3305,N201807207,1
3306,N201807209,1
3307,N201807210,3
3308,N201807211,3
3309,N201807212,2
3310,N201807215,3
3311,N201807218,1
3312,N201807220,3
3313,N201807221,1
3314,N201807223,1
3315,N201807224,1
3316,N201807231,1
3317,N201807235,3
3318,N201807236,3
3319,N201807241,1
3320,N201807244,1
3321,N201807247,3
3322,N201807248,3
3323,N201807255,1
3324,N201807258,2
3325,N201807260,3
3326,N201807262,1
3327,N201807275,2
3328,N201807277,3
3329,N201807278,1
3330,N201807281,1
3331,N201807285,3
3332,N201807286,1
3333,N201807288,3
3334,N201807290,1
3335,N201807291,2
3336,N201807293,3
3337,N201807295,1
3338,N201807301,1
3339,N201807310,0
3340,N201807311,2
3341,N201807316,1
3342,N201807322,1
3343,N201807323,1
3344,N201807328,1
3345,N201807329,1
3346,N201807335,3
3347,N201807336,0
3348,N201807339,1
3349,N201807340,1
3350,N201807342,2
3351,N201807347,1
3352,N201807348,3
3353,N201807350,1
3354,N201807351,1
3355,N201807353,1
3356,N201807364,1
3357,N201807368,3
3358,N201807374,3
3359,N201807375,3
3360,N201807376,3
3361,N201807383,3
3362,N201807387,1
3363,N201807388,3
3364,N201807389,3
3365,N201807392,3
3366,N201807393,3
3367,N201807395,1
3368,N201807398,3
3369,N201807401,1
3370,N201807405,3
3371,N201807407,1
3372,N201807409,3
3373,N201807410,3
3374,N201807421,3
3375,N201807424,1
3376,N201807433,3
3377,N201807434,3
3378,N201807435,3
3379,N201807436,3
3380,N201807437,3
3381,N201807444,1
3382,N201807446,0
3383,N201807448,1
3384,N201807452,1
3385,N201807459,1
3386,N201807461,3
3387,N201807470,3
3388,N201807476,1
3389,N201807481,3
3390,N201900001,1
3391,N201900002,0
3392,N201900003,1
3393,N201900004,2
3394,N201900005,1
3395,N201900006,2
3396,N201900007,1
3397,N201900008,1
3398,N201900009,1
3399,N201900010,1
3400,N201900011,1
3401,N201900012,1
3402,N201900013,1
3403,N201900014,1
3404,N201900015,2
3405,N201900016,3
3406,N201900017,1
3407,N201900018,1
3408,N201900019,1
3409,N201900020,1
3410,N201900021,0
3411,N201900022,3
3412,N201900023,1
3413,N201900024,1
3414,N201900026,3
3415,N201900027,2
3416,N201900028,1
3417,N201900029,2
3418,N201900030,1
3419,N201900032,1
3420,N201900033,1
3421,N201900034,1
3422,N201900036,1
3423,N201900037,1
3424,N201900038,3
3425,N201900039,1
3426,N201900040,3
3427,N201900041,1
3428,N201900042,1
3429,N201900043,3
3430,N201900044,3
3431,N201900045,3
3432,N201900046,3
3433,N201900047,2
3434,N201900049,1
3435,N201900053,1
3436,N201900054,1
3437,N201900055,3
3438,N201900056,1
3439,N201900057,1
3440,N201900058,1
3441,N201900059,1
3442,N201900060,1
3443,N201900061,1
3444,N201900062,1
3445,N201900063,1
3446,N201900064,1
3447,N201900065,3
3448,N201900066,2
3449,N201900067,1
3450,N201900068,1
3451,N201900069,3
3452,N201900070,1
3453,N201900071,1
3454,N201900072,0
3455,N201900073,3
3456,N201900074,1
3457,N201900075,1
3458,N201900076,1
3459,N201900077,1
3460,N201900078,1
3461,N201900079,3
3462,N201900080,1
3463,N201900081,1
3464,N201900083,1
3465,N201900084,1
3466,N201900085,3
3467,N201900086,1
3468,N201900087,1
3469,N201900088,1
3470,N201900089,1
3471,N201900090,1
3472,N201900091,3
3473,N201900092,1
3474,N201900093,1
3475,N201900094,3
3476,N201900095,2
3477,N201900096,1
3478,N201900097,1
3479,N201900098,1
3480,N201900099,1
3481,N201900100,2
3482,N201900101,1
3483,N201900102,3
3484,N201900103,1
3485,N201900104,1
3486,N201900105,1
3487,N201900106,1
3488,N201900107,1
3489,N201900108,3
3490,N201900109,1
3491,N201900110,1
3492,N201900111,1
3493,N201900112,3
3494,N201900113,1
3495,N201900114,0
3496,N201900115,2
3497,N201900116,3
3498,N201900117,1
3499,N201900118,3
3500,N201900119,3
3501,N201900120,1
3502,N201900121,0
3503,N201900122,3
3504,N201900123,1
3505,N201900127,1
3506,N201900128,1
3507,N201900129,1
3508,N201900130,3
3509,N201900131,3
3510,N201900132,1
3511,N201900133,1
3512,N201900134,3
3513,N201900135,1
3514,N201900136,1
3515,N201900137,1
3516,N201900138,3
3517,N201900139,1
3518,N201900140,3
3519,N201900141,1
3520,N201900142,1
3521,N201900143,1
3522,N201900144,1
3523,N201900145,1
3524,N201900146,1
3525,N201900147,1
3526,N201900148,1
3527,N201900150,1
3528,N201900151,1
3529,N201900152,1
3530,N201900153,1
3531,N201900154,1
3532,N201900155,1
3533,N201900156,3
3534,N201900157,1
3535,N201900158,1
3536,N201900159,1
3537,N201900160,1
3538,N201900161,1
3539,N201900162,3
3540,N201900165,1
3541,N201900166,1
3542,N201900167,1
3543,N201900168,3
3544,N201900169,1
3545,N201900170,1
3546,N201900171,1
3547,N201900172,1
3548,N201900173,1
3549,N201900174,1
3550,N201900175,1
3551,N201900176,1
3552,N201900177,1
3553,N201900178,1
3554,N201900179,1
3555,N201900180,1
3556,N201900181,1
3557,N201900182,1
3558,N201900183,1
3559,N201900184,3
3560,N201900186,1
3561,N201900187,1
3562,N201900188,3
3563,N201900189,1
3564,N201900190,1
3565,N201900191,1
3566,N201900192,1
3567,N201900193,1
3568,N201900194,1
3569,N201900195,1
3570,N201900196,1
3571,N201900197,1
3572,N201900198,1
3573,N201900201,3
3574,N201900202,1
3575,N201900203,3
3576,N201900204,1
3577,N201900205,2
3578,N201900206,1
3579,N201900207,1
3580,N201900208,2
3581,N201900209,0
3582,N201900210,0
3583,N201900211,1
3584,N201900212,3
3585,N201900213,1
3586,N201900214,2
3587,N201900215,1
3588,N201900216,1
3589,N201900217,1
3590,N201900218,1
3591,N201900219,3
3592,N201900220,1
3593,N201900221,0
3594,N201900222,1
3595,N201900223,1
3596,N201900224,1
3597,N201900225,3
3598,N201900226,1
3599,N201900227,1
3600,N201900228,3
3601,N201900229,1
3602,N201900230,2
3603,N201900232,1
3604,N201900233,1
3605,N201900234,1
3606,N201900235,1
3607,N201900236,1
3608,N201900237,1
3609,N201900238,1
3610,N201900239,1
3611,N201900240,0
3612,N201900241,1
3613,N201900242,1
3614,N201900243,3
3615,N201900244,3
3616,N201900245,1
3617,N201900246,1
3618,N201900247,1
3619,N201900248,1
3620,N201900249,3
3621,N201900250,1
3622,N201900251,1
3623,N201900252,1
3624,N201900253,3
3625,N201900254,1
3626,N201900255,1
3627,N201900256,1
3628,N201900257,1
3629,N201900258,1
3630,N201900259,1
3631,N201900260,1
3632,N201900261,3
3633,N201900262,1
3634,N201900263,0
3635,N201900264,1
3636,N201900265,1
3637,N201900266,1
3638,N201900267,0
3639,N201900268,1
3640,N201900269,1
3641,N201900270,1
3642,N201900271,1
3643,N201900272,3
3644,N201900273,1
3645,N201900274,1
3646,N201900276,1
3647,N201900277,1
3648,N201900278,1
3649,N201900279,3
3650,N201900280,1
3651,N201900281,1
3652,N201900282,3
3653,N201900283,1
3654,N201900284,1
3655,N201900285,1
3656,N201900286,1
3657,N201900287,1
3658,N201900288,1
3659,N201900289,3
3660,N201900290,1
3661,N201900291,1
3662,N201900292,2
3663,N201900294,1
3664,N201900295,1
3665,N201900297,1
3666,N201900298,1
3667,N201900299,1
3668,N201900300,1
3669,N201900301,1
3670,N201900302,1
3671,N201900303,1
3672,N201900304,1
3673,N201900305,1
3674,N201900306,1
3675,N201900413,3
3676,N201906335,1
